238.780452,482.650703,239.631950,980009.000000,10.000000,48.234544
274.165268,345.566420,239.674583,973016.000000,10.000000,73.575526
146.986118,589.275742,243.594674,950440.000000,10.000000,67.877629
306.944507,605.774374,241.946728,956441.000000,10.000000,46.577438
375.133181,443.518890,245.034786,965053.000000,10.000000,65.532186
408.451934,305.870134,244.733829,947733.000000,10.000000,49.764181
571.280023,788.351452,245.691510,964373.000000,10.000000,64.665392
515.850689,456.742173,251.091929,960467.000000,10.000000,50.006373
835.649470,750.156368,251.872066,913392.000000,10.000000,52.186106
635.959175,603.468693,253.329034,974028.000000,10.000000,51.599745
641.612060,391.277765,256.087318,946929.000000,10.000000,51.421287
619.539830,176.279868,257.245166,969863.000000,10.000000,74.263862
759.595856,519.974844,258.691576,951732.000000,10.000000,53.486297
444.901651,579.669842,257.859285,959637.000000,10.000000,71.727215
891.198761,474.820568,264.685341,968323.000000,10.000000,50.796686
189.643344,720.094658,263.252150,963524.000000,10.000000,52.734226
543.760183,292.553633,280.133399,957133.000000,10.000000,45.391969
277.393574,821.865828,291.726779,967121.000000,10.000000,49.534736
613.879510,907.199034,308.223831,952526.000000,10.000000,70.732951
491.233053,166.439718,313.485795,979071.000000,10.000000,66.883365
186.087094,374.390867,349.934302,969990.000000,10.000000,67.482473
477.240483,779.093534,349.632703,962010.000000,10.000000,67.609943
145.301694,507.489717,356.171530,944768.000000,10.000000,70.681963
488.416686,917.198784,367.279148,941716.000000,10.000000,67.163799
159.193763,643.275598,376.068297,974623.000000,10.000000,67.584449
835.331601,700.748816,381.095279,968077.000000,10.000000,65.455704
695.598986,376.758932,386.141089,965730.000000,10.000000,74.582537
351.059989,739.758808,394.176872,931803.000000,10.000000,73.052900
217.130823,766.075670,406.553491,935720.000000,10.000000,41.121734
755.428121,244.967637,407.336839,940834.000000,10.000000,37.909496
374.493342,600.572619,414.491390,956992.000000,10.000000,68.260038
636.582144,182.380314,447.831306,975493.000000,10.000000,67.533461
599.370993,908.741211,453.560608,970601.000000,10.000000,51.523263
870.879797,399.096268,457.041607,971018.000000,10.000000,46.730402
471.192129,243.536647,459.184007,961131.000000,10.000000,43.530911
228.904963,302.199277,459.290772,968108.000000,10.000000,62.039516
335.129858,210.212383,466.533881,926572.000000,10.000000,67.367750
162.287862,424.121735,479.313448,949319.000000,10.000000,66.653920
146.804160,561.853158,491.125831,970937.000000,10.000000,59.553856
179.399305,696.108222,523.204174,989389.000000,10.000000,63.441683
847.842733,730.320317,525.355561,979549.000000,10.000000,71.994901
792.453528,276.807789,538.812586,982694.000000,10.000000,71.586998
259.346423,810.137221,550.994695,971518.000000,10.000000,47.609943
897.382790,518.273011,572.794089,942749.000000,10.000000,51.140854
331.691669,688.920647,575.599892,946321.000000,10.000000,62.562141
641.082776,897.534871,586.768738,966689.000000,10.000000,61.210962
199.375783,344.911832,590.462345,977317.000000,10.000000,59.031230
370.304647,884.154030,591.594879,927753.000000,10.000000,59.158700
380.337095,194.917491,597.022997,970593.000000,10.000000,55.653282
532.903093,293.302139,601.719798,973320.000000,10.000000,66.526450
151.756707,478.664232,608.449821,997268.000000,10.000000,54.544296
676.492762,279.315175,619.991518,935591.000000,10.000000,72.415551
884.207166,643.455665,631.144606,972066.000000,10.000000,70.847674
508.846303,162.493628,647.884782,975065.000000,10.000000,71.230083
866.707911,390.787912,651.506357,948101.000000,10.000000,48.221797
201.567784,736.100093,656.769819,983246.000000,10.000000,69.840663
151.013556,604.411746,671.501741,938774.000000,10.000000,66.921606
287.317992,244.403032,688.127149,959505.000000,10.000000,67.750159
289.721521,836.400498,701.932394,977581.000000,10.000000,60.777565
702.776560,869.749332,710.284928,970912.000000,10.000000,59.910771
505.779511,915.775364,718.261960,940293.000000,10.000000,55.691523
454.165337,658.569371,726.616668,959684.000000,10.000000,54.888464
